TournamentName,TeamA,TeamAScore,TeamB,TeamBScore,ground,city,date,overs,Round,GameResult,gameLink
ACCC Night Tournament 2021,Adelaide Classic,166/8,Team Bharat 11,45/10,Jail Ground, Adelaide, 23-Oct-21, 20 Ov.,LEAGUE MATCHES,Adelaide Classic won by 121 runs,https://cricheroes.in/scorecard/2368218/ACCC-Night-Tournament-2021/Adelaide-Classic-vs-Team-Bharat-11
ACCC Night Tournament 2021,Blue 11 Adelaide,99/10,Team Royal Enfield,103/6,Gepps Cross, Adelaide, 22-Oct-21, 20 Ov.,LEAGUE MATCHES,Team Royal Enfield won by 4 wickets,https://cricheroes.in/scorecard/2368213/ACCC-Night-Tournament-2021/Blue-11-Adelaide-vs-Team-Royal-Enfield
ACCC Night Tournament 2021,falcon 11 Adelaide,77/10,Royal Strikers (T20),79/3,Jail Ground, Adelaide, 22-Oct-21, 20 Ov.,LEAGUE MATCHES,Royal Strikers (T20) won by 7 wickets,https://cricheroes.in/scorecard/2368211/ACCC-Night-Tournament-2021/falcon-11-Adelaide-vs-Royal-Strikers-(T20)
ACCC Night Tournament 2021,Blue 11 Adelaide,158/9,Divine 11 Adelaide,102/9,Jail Ground, Adelaide, 17-Oct-21, 20 Ov.,LEAGUE MATCHES,Blue 11 Adelaide won by 56 runs,https://cricheroes.in/scorecard/2335677/ACCC-Night-Tournament-2021/Blue-11-Adelaide-vs-Divine-11-Adelaide
ACCC Night Tournament 2021,GG TIGER,78/10,Adelaide Classic,82/4,large north, Adelaide, 17-Oct-21, 20 Ov.,LEAGUE MATCHES,Adelaide Classic won by 6 wickets,https://cricheroes.in/scorecard/2335683/ACCC-Night-Tournament-2021/GG-TIGER-vs-Adelaide-Classic
ACCC Night Tournament 2021,falcon 11 Adelaide,115/10,Adelaide Bullss,118/2,Gepps Cross, Adelaide, 17-Oct-21, 20 Ov.,LEAGUE MATCHES,Adelaide Bullss won by 8 wickets,https://cricheroes.in/scorecard/2335681/ACCC-Night-Tournament-2021/falcon-11-Adelaide-vs-Adelaide-Bullss
ACCC Night Tournament 2021,Royal Strikers (T20),143/8,Legends 11 Adelaide,144/3,Gepps Cross, Adelaide, 16-Oct-21, 20 Ov.,LEAGUE MATCHES,Legends 11 Adelaide won by 7 wickets,https://cricheroes.in/scorecard/2335674/ACCC-Night-Tournament-2021/Royal-Strikers-(T20)-vs-Legends-11-Adelaide
ACCC Night Tournament 2021,Team Bharat 11,119/9,Greenacre 11,72/10,large north, Adelaide, 16-Oct-21, 20 Ov.,LEAGUE MATCHES,Team Bharat 11 won by 47 runs,https://cricheroes.in/scorecard/2335675/ACCC-Night-Tournament-2021/Team-Bharat-11-vs-Greenacre-11
ACCC Night Tournament 2021,Spartan 11 Adelaide,86/7,Adelaide Sixers XI,87/6,Jail Ground, Adelaide, 16-Oct-21, 20 Ov.,LEAGUE MATCHES,Adelaide Sixers XI won by 4 wickets,https://cricheroes.in/scorecard/2335670/ACCC-Night-Tournament-2021/Spartan-11-Adelaide-vs-Adelaide-Sixers-XI
ACCC Night Tournament 2021,GG LION,150/9,Soldiers XI Adelaide,78/10,Gepps Cross, Adelaide, 15-Oct-21, 20 Ov.,LEAGUE MATCHES,GG LION won by 72 runs,https://cricheroes.in/scorecard/2335668/ACCC-Night-Tournament-2021/GG-LION-vs-Soldiers-XI-Adelaide
ACCC Night Tournament 2021,Team Royal Enfield,171/8,Team Challenger 11 Adelaide,123/9,Jail Ground, Adelaide, 15-Oct-21, 20 Ov.,LEAGUE MATCHES,Team Royal Enfield won by 48 runs,https://cricheroes.in/scorecard/2335665/ACCC-Night-Tournament-2021/Team-Royal-Enfield-vs-Team-Challenger-11-Adelaide
ACCC Night Tournament 2021,Spartan 11 Adelaide,90/10,Soldiers XI Adelaide,92/6,Jail Ground, Adelaide, 10-Oct-21, 20 Ov.,LEAGUE MATCHES,Soldiers XI Adelaide won by 4 wickets,https://cricheroes.in/scorecard/2310468/ACCC-Night-Tournament-2021/Spartan-11-Adelaide-vs-Soldiers-XI-Adelaide
ACCC Night Tournament 2021,Team Bharat 11,158/7,GG TIGER,140/5,large north, Adelaide, 10-Oct-21, 20 Ov.,LEAGUE MATCHES,Team Bharat 11 won by 18 runs,https://cricheroes.in/scorecard/2310475/ACCC-Night-Tournament-2021/Team-Bharat-11-vs-GG-TIGER
ACCC Night Tournament 2021,Team Royal Enfield,187/8,Divine 11 Adelaide,118/10,Gepps Cross, Adelaide, 10-Oct-21, 20 Ov.,LEAGUE MATCHES,Team Royal Enfield won by 69 runs,https://cricheroes.in/scorecard/2326699/ACCC-Night-Tournament-2021/Team-Royal-Enfield-vs-Divine-11-Adelaide
ACCC Night Tournament 2021,GG LION,69/10,Legend 11 Adelaide,72/1,Jail Ground, Adelaide, 09-Oct-21, 20 Ov.,LEAGUE MATCHES,Legend 11 Adelaide won by 9 wickets,https://cricheroes.in/scorecard/2310459/ACCC-Night-Tournament-2021/GG-LION-vs-Legend-11-Adelaide
ACCC Night Tournament 2021,Greenacre 11,55/10,Team Challenger 11 Adelaide,58/3,Gepps Cross, Adelaide, 09-Oct-21, 20 Ov.,LEAGUE MATCHES,Team Challenger 11 Adelaide won by 7 wickets,https://cricheroes.in/scorecard/2310461/ACCC-Night-Tournament-2021/Greenacre-11-vs-Team-Challenger-11-Adelaide
ACCC Night Tournament 2021,Adelaide Bullss,147/10,Royal Strikers (T20),114/10,large north, Adelaide, 09-Oct-21, 20 Ov.,LEAGUE MATCHES,Adelaide Bullss won by 33 runs,https://cricheroes.in/scorecard/2310466/ACCC-Night-Tournament-2021/Adelaide-Bullss-vs-Royal-Strikers-(T20)
ACCC Night Tournament 2021,Blue 11 Adelaide,76/10,Adelaide Classic,77/1,Gepps Cross, Adelaide, 08-Oct-21, 20 Ov.,LEAGUE MATCHES,Adelaide Classic won by 9 wickets,https://cricheroes.in/scorecard/2310457/ACCC-Night-Tournament-2021/Blue-11-Adelaide-vs-Adelaide-Classic
ACCC Night Tournament 2021,Adelaide Sixers XI,149/9,falcon 11 Adelaide,72/10,Jail Ground, Adelaide, 08-Oct-21, 20 Ov.,LEAGUE MATCHES,Adelaide Sixers XI won by 77 runs,https://cricheroes.in/scorecard/2310452/ACCC-Night-Tournament-2021/Adelaide-Sixers-XI-vs-falcon-11-Adelaide
"ER R Authilingom Memorial cricket Tournament, vellore",Fica Blue,134/9,Team Gudiyatham,112/10,vellore cricket Ground, Vellore, 19-Dec-21, 25 Ov.,FINAL,Fica Blue won by 22 runs,"https://cricheroes.in/scorecard/2661751/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/Fica-Blue-vs-Team-Gudiyatham"
"ER R Authilingom Memorial cricket Tournament, vellore",Team Gudiyatham,,Fica Blue,,vellore cricket Ground, Vellore, 19-Dec-21, 25 Ov.,FINAL,Abandoned (abandoned wrongly called ),https://cricheroes.in/match-detail/Team-Gudiyatham/Fica-Blue/1647708/360364/2661854
"ER R Authilingom Memorial cricket Tournament, vellore",Team Gudiyatham,,Fica Blue,,vellore cricket Ground, Vellore, 19-Dec-21, 25 Ov.,FINAL,Abandoned (abandoned double entry),https://cricheroes.in/match-detail/Team-Gudiyatham/Fica-Blue/1647708/360364/2661818
"ER R Authilingom Memorial cricket Tournament, vellore",Team Gudiyatham,,Fica Blue,,vellore cricket Ground, Vellore, 19-Dec-21, 25 Ov.,FINAL,Abandoned (abandoned double entry),https://cricheroes.in/match-detail/Team-Gudiyatham/Fica-Blue/1647708/360364/2661798
"ER R Authilingom Memorial cricket Tournament, vellore",Team Gudiyatham,,Fica Blue,,vellore cricket Ground, Vellore, 19-Dec-21, 25 Ov.,FINAL,Abandoned (abandoned rain),https://cricheroes.in/match-detail/Team-Gudiyatham/Fica-Blue/1647708/360364/2661788
"ER R Authilingom Memorial cricket Tournament, vellore",Fica Blue,275/7,Trophy fielders Gudiyatham,86/10,vellore cricket Ground, Vellore, 19-Dec-21, 25 Ov.,SEMI FINAL,Fica Blue won by 189 runs,"https://cricheroes.in/scorecard/2656611/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/Fica-Blue-vs-Trophy-fielders-Gudiyatham"
"ER R Authilingom Memorial cricket Tournament, vellore",DEFENDERS 11s,83/10,Team Gudiyatham,88/0,vellore cricket Ground, Vellore, 17-Dec-21, 25 Ov.,SEMI FINAL,Team Gudiyatham won by 10 wickets,"https://cricheroes.in/scorecard/2642631/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/DEFENDERS-11s-vs-Team-Gudiyatham"
"ER R Authilingom Memorial cricket Tournament, vellore",DEFENDERS 11s,,Team Gudiyatham,,vellore cricket Ground, Vellore, 17-Dec-21, 25 Ov.,SEMI FINAL,Team Gudiyatham won by walkover,https://cricheroes.in/match-detail/DEFENDERS-11s/Team-Gudiyatham/1771991/1647708/2642563
"ER R Authilingom Memorial cricket Tournament, vellore",New Friends Cricket Club.,132/10,Trophy fielders Gudiyatham,135/3,vellore cricket Ground, Vellore, 16-Dec-21, 25 Ov.,QUARTER FINAL,Trophy fielders Gudiyatham won by 7 wickets,"https://cricheroes.in/scorecard/2637426/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/New-Friends-Cricket-Club.-vs-Trophy-fielders-Gudiyatham"
"ER R Authilingom Memorial cricket Tournament, vellore",Wings Cricket Club TPT,69/10,Fica Blue,73/6,vellore cricket Ground, Vellore, 16-Dec-21, 25 Ov.,QUARTER FINAL,Fica Blue won by 4 wickets,"https://cricheroes.in/scorecard/2637425/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/Wings-Cricket-Club-TPT-vs-Fica-Blue"
"ER R Authilingom Memorial cricket Tournament, vellore",AllRounders11,104/10,DEFENDERS 11s,106/2,vellore cricket Ground, Vellore, 12-Dec-21, 22 Ov.,QUARTER FINAL,DEFENDERS 11s won by 8 wickets,"https://cricheroes.in/scorecard/2614864/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/AllRounders11-vs-DEFENDERS-11s"
"ER R Authilingom Memorial cricket Tournament, vellore",HORNETS CC,115/9,Team Gudiyatham,117/4,vellore cricket Ground, Vellore, 12-Dec-21, 25 Ov.,QUARTER FINAL,Team Gudiyatham won by 6 wickets,"https://cricheroes.in/scorecard/2614858/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/HORNETS-CC-vs-Team-Gudiyatham"
"ER R Authilingom Memorial cricket Tournament, vellore",Empire Cricket Academy (SPARTANS),57/10,DEFENDERS 11s,60/7,vellore cricket Ground, Vellore, 11-Dec-21, 25 Ov.,PRE QUARTER FINAL,DEFENDERS 11s won by 3 wickets,"https://cricheroes.in/scorecard/2607374/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/Empire-Cricket-Academy-(SPARTANS)-vs-DEFENDERS-11s"
"ER R Authilingom Memorial cricket Tournament, vellore",Vellore Best 11s,162/9,AllRounders11,163/9,vellore cricket Ground, Vellore, 11-Dec-21, 25 Ov.,PRE QUARTER FINAL,AllRounders11 won by 1 wicket,"https://cricheroes.in/scorecard/2607371/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/Vellore-Best-11s-vs-AllRounders11"
"ER R Authilingom Memorial cricket Tournament, vellore",HORNETS CC,201/5,11 Star Spr,69/10,vellore cricket Ground, Vellore, 10-Dec-21, 25 Ov.,PRE QUARTER FINAL,HORNETS CC won by 132 runs,"https://cricheroes.in/scorecard/2602323/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/HORNETS-CC-vs-11-Star-Spr"
"ER R Authilingom Memorial cricket Tournament, vellore",Kcc Kandhaneri,81/10,New Friends Cricket Club.,83/2,vellore cricket Ground, Vellore, 09-Dec-21, 25 Ov.,PRE QUARTER FINAL,New Friends Cricket Club. won by 8 wickets,"https://cricheroes.in/scorecard/2599158/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/Kcc-Kandhaneri-vs-New-Friends-Cricket-Club."
"ER R Authilingom Memorial cricket Tournament, vellore",Fica Blue,185/10,.MONK CC.,84/10,vellore cricket Ground, Vellore, 08-Dec-21, 25 Ov.,PRE QUARTER FINAL,Fica Blue won by 101 runs,"https://cricheroes.in/scorecard/2595726/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/Fica-Blue-vs-.MONK-CC."
"ER R Authilingom Memorial cricket Tournament, vellore",Wings Cricket Club TPT,181/7,Vellore Institute Of Cricket (VIC - Under 20),81/7,vellore cricket Ground, Vellore, 08-Dec-21, 23 Ov.,PRE QUARTER FINAL,Wings Cricket Club TPT won by 100 runs,"https://cricheroes.in/scorecard/2594733/ER-R-Authilingom-Memorial-cricket-Tournament,-vellore/Wings-Cricket-Club-TPT-vs-Vellore-Institute-Of-Cricket-(VIC---Under-20)"
Maheshwari Premiere League Season-9,Rajasthan Royals MPL 9,84/1,Rehabari Tigers,79/4,Judges Field, Guwahati, 19-Dec-21, 6 Ov.,FINAL,Rajasthan Royals MPL 9 won by 5 runs,https://cricheroes.in/scorecard/2662670/Maheshwari-Premiere-League-Season-9/Rajasthan-Royals-MPL-9-vs-Rehabari-Tigers
Maheshwari Premiere League Season-9,Rajasthan Royals MPL 9,108/1,Dispur Fighters,84/4,Judges Field, Guwahati, 19-Dec-21, 6 Ov.,QUALIFIER 2,Rajasthan Royals MPL 9 won by 25 runs,https://cricheroes.in/scorecard/2660040/Maheshwari-Premiere-League-Season-9/Rajasthan-Royals-MPL-9-vs-Dispur-Fighters
Maheshwari Premiere League Season-9,Mighty Warriors MPL 9,104/1,Dispur Fighters,108/1,Judges Field, Guwahati, 19-Dec-21, 6 Ov.,ELIMINATOR,Dispur Fighters won by 5 wickets,https://cricheroes.in/scorecard/2658891/Maheshwari-Premiere-League-Season-9/Mighty-Warriors-MPL-9-vs-Dispur-Fighters
Maheshwari Premiere League Season-9,Rajasthan Royals MPL 9,54/4,Rehabari Tigers,58/1,Judges Field, Guwahati, 19-Dec-21, 6 Ov.,QUALIFIER 1,Rehabari Tigers won by 5 wickets,https://cricheroes.in/scorecard/2657345/Maheshwari-Premiere-League-Season-9/Rajasthan-Royals-MPL-9-vs-Rehabari-Tigers
Maheshwari Premiere League Season-9,Dispur Fighters,122/4,Master Blaster MPL 9,107/3,Judges Field, Guwahati, 18-Dec-21, 6 Ov.,LEAGUE MATCHES,Dispur Fighters won by 15 runs,https://cricheroes.in/scorecard/2636947/Maheshwari-Premiere-League-Season-9/Dispur-Fighters-vs-Master-Blaster-MPL-9
Maheshwari Premiere League Season-9,Axom Kings,112/6,Mighty Warriors MPL 9,101/1,Judges Field, Guwahati, 18-Dec-21, 6 Ov.,LEAGUE MATCHES,Axom Kings won by 11 runs,https://cricheroes.in/scorecard/2636944/Maheshwari-Premiere-League-Season-9/Axom-Kings-vs-Mighty-Warriors-MPL-9
Maheshwari Premiere League Season-9,Dispur Fighters,61/6,Rehabari Tigers,62/0,Judges Field, Guwahati, 18-Dec-21, 6 Ov.,LEAGUE MATCHES,Rehabari Tigers won by 6 wickets,https://cricheroes.in/scorecard/2636936/Maheshwari-Premiere-League-Season-9/Dispur-Fighters-vs-Rehabari-Tigers
Maheshwari Premiere League Season-9,Mighty Warriors MPL 9,66/2,Rajasthan Royals MPL 9,69/4,Judges Field, Guwahati, 18-Dec-21, 6 Ov.,LEAGUE MATCHES,Rajasthan Royals MPL 9 won by 2 wickets,https://cricheroes.in/scorecard/2636934/Maheshwari-Premiere-League-Season-9/Mighty-Warriors-MPL-9-vs-Rajasthan-Royals-MPL-9
Maheshwari Premiere League Season-9,Axom Kings,65/3,Rehabari Tigers,69/1,Judges Field, Guwahati, 18-Dec-21, 6 Ov.,LEAGUE MATCHES,Rehabari Tigers won by 5 wickets,https://cricheroes.in/scorecard/2636926/Maheshwari-Premiere-League-Season-9/Axom-Kings-vs-Rehabari-Tigers
Maheshwari Premiere League Season-9,Master Blaster MPL 9,61/2,Rehabari Tigers,62/1,Judges Field, Guwahati, 17-Dec-21, 6 Ov.,LEAGUE MATCHES,Rehabari Tigers won by 5 wickets,https://cricheroes.in/scorecard/2636921/Maheshwari-Premiere-League-Season-9/Master-Blaster-MPL-9-vs-Rehabari-Tigers
Maheshwari Premiere League Season-9,Rajasthan Royals MPL 9,98/2,Dispur Fighters,68/6,Judges Field, Guwahati, 17-Dec-21, 6 Ov.,LEAGUE MATCHES,Rajasthan Royals MPL 9 won by 30 runs,https://cricheroes.in/scorecard/2636916/Maheshwari-Premiere-League-Season-9/Rajasthan-Royals-MPL-9-vs-Dispur-Fighters
Maheshwari Premiere League Season-9,Axom Kings,105/3,Master Blaster MPL 9,93/5,Judges Field, Guwahati, 17-Dec-21, 6 Ov.,LEAGUE MATCHES,Axom Kings won by 12 runs,https://cricheroes.in/scorecard/2636907/Maheshwari-Premiere-League-Season-9/Axom-Kings-vs-Master-Blaster-MPL-9
Maheshwari Premiere League Season-9,Rehabari Tigers,71/5,Rajasthan Royals MPL 9,69/2,Judges Field, Guwahati, 17-Dec-21, 6 Ov.,LEAGUE MATCHES,Rehabari Tigers won by 2 runs,https://cricheroes.in/scorecard/2636902/Maheshwari-Premiere-League-Season-9/Rehabari-Tigers-vs-Rajasthan-Royals-MPL-9
Maheshwari Premiere League Season-9,Mighty Warriors MPL 9,104/4,Dispur Fighters,60/6,Judges Field, Guwahati, 17-Dec-21, 6 Ov.,LEAGUE MATCHES,Mighty Warriors MPL 9 won by 44 runs,https://cricheroes.in/scorecard/2636900/Maheshwari-Premiere-League-Season-9/Mighty-Warriors-MPL-9-vs-Dispur-Fighters
Maheshwari Premiere League Season-9,Axom Kings,60/6,Rajasthan Royals MPL 9,72/0,Judges Field, Guwahati, 16-Dec-21, 6 Ov.,LEAGUE MATCHES,Rajasthan Royals MPL 9 won by 6 wickets,https://cricheroes.in/scorecard/2636883/Maheshwari-Premiere-League-Season-9/Axom-Kings-vs-Rajasthan-Royals-MPL-9
Maheshwari Premiere League Season-9,Mighty Warriors MPL 9,110/2,Master Blaster MPL 9,102/2,Judges Field, Guwahati, 16-Dec-21, 6 Ov.,LEAGUE MATCHES,Mighty Warriors MPL 9 won by 8 runs,https://cricheroes.in/scorecard/2636877/Maheshwari-Premiere-League-Season-9/Mighty-Warriors-MPL-9-vs-Master-Blaster-MPL-9
Maheshwari Premiere League Season-9,Dispur Fighters,121/6,Axom Kings,39/6,Judges Field, Guwahati, 16-Dec-21, 6 Ov.,LEAGUE MATCHES,Dispur Fighters won by 82 runs,https://cricheroes.in/scorecard/2636868/Maheshwari-Premiere-League-Season-9/Dispur-Fighters-vs-Axom-Kings
Maheshwari Premiere League Season-9,Mighty Warriors MPL 9,68/2,Rehabari Tigers,69/1,Judges Field, Guwahati, 16-Dec-21, 6 Ov.,LEAGUE MATCHES,Rehabari Tigers won by 5 wickets,https://cricheroes.in/scorecard/2636859/Maheshwari-Premiere-League-Season-9/Mighty-Warriors-MPL-9-vs-Rehabari-Tigers
Maheshwari Premiere League Season-9,Rajasthan Royals MPL 9,83/5,Master Blaster MPL 9,84/1,Judges Field, Guwahati, 16-Dec-21, 6 Ov.,LEAGUE MATCHES,Master Blaster MPL 9 won by 5 wickets,https://cricheroes.in/scorecard/2636848/Maheshwari-Premiere-League-Season-9/Rajasthan-Royals-MPL-9-vs-Master-Blaster-MPL-9
Rajasthan Premier League (Season - 3),Takhatgarh XI (RPL),63/6,Ramseen Kings (RPL),67/0,Poona Club, Pune, 19-Dec-21, 8 Ov.,FINAL,Ramseen Kings (RPL) won by 10 wickets,https://cricheroes.in/scorecard/2665407/Rajasthan-Premier-League-(Season---3)/Takhatgarh-XI-(RPL)-vs-Ramseen-Kings-(RPL)
Rajasthan Premier League (Season - 3),Ramseen Kings (RPL),75/3,Lunawa Youth Group (RPL),60/9,Poona Club, Pune, 19-Dec-21, 8 Ov.,SEMI FINAL,Ramseen Kings (RPL) won by 15 runs,https://cricheroes.in/scorecard/2664675/Rajasthan-Premier-League-(Season---3)/Ramseen-Kings-(RPL)-vs-Lunawa-Youth-Group-(RPL)
Rajasthan Premier League (Season - 3),Takhatgarh XI (RPL),86/8,Sadri Ranakpur Warriors (RPL),48/8,Poona Club, Pune, 19-Dec-21, 8 Ov.,SEMI FINAL,Takhatgarh XI (RPL) won by 38 runs,https://cricheroes.in/scorecard/2663671/Rajasthan-Premier-League-(Season---3)/Takhatgarh-XI-(RPL)-vs-Sadri-Ranakpur-Warriors-(RPL)
Rajasthan Premier League (Season - 3),Ahore Warriors (RPL),59/5,Ramseen Kings (RPL),62/2,Poona Club, Pune, 19-Dec-21, 8 Ov.,QUARTER FINAL,Ramseen Kings (RPL) won by 8 wickets,https://cricheroes.in/scorecard/2660165/Rajasthan-Premier-League-(Season---3)/Ahore-Warriors-(RPL)-vs-Ramseen-Kings-(RPL)
Rajasthan Premier League (Season - 3),Sadri Ranakpur Warriors (RPL),102/3,Desuri Youth Group (RPL),78/4,Poona Club, Pune, 19-Dec-21, 8 Ov.,QUARTER FINAL,Sadri Ranakpur Warriors (RPL) won by 24 runs,https://cricheroes.in/scorecard/2660147/Rajasthan-Premier-League-(Season---3)/Sadri-Ranakpur-Warriors-(RPL)-vs-Desuri-Youth-Group-(RPL)
Rajasthan Premier League (Season - 3),Lunawa Youth Group (RPL),104/2,Cosmos C.C.Bali (RPL),72/5,Poona Club, Pune, 19-Dec-21, 8 Ov.,QUARTER FINAL,Lunawa Youth Group (RPL) won by 32 runs,https://cricheroes.in/scorecard/2660134/Rajasthan-Premier-League-(Season---3)/Lunawa-Youth-Group-(RPL)-vs-Cosmos-C.C.Bali-(RPL)
Rajasthan Premier League (Season - 3),Rani Renegades (RPL),63/5,Takhatgarh XI (RPL),64/2,Poona Club, Pune, 19-Dec-21, 8 Ov.,QUARTER FINAL,Takhatgarh XI (RPL) won by 8 wickets,https://cricheroes.in/scorecard/2659089/Rajasthan-Premier-League-(Season---3)/Rani-Renegades-(RPL)-vs-Takhatgarh-XI-(RPL)
Rajasthan Premier League (Season - 3),Cosmos C.C.Bali (RPL),97/2,Sildar Legends (RPL),58/9,Poona Club, Pune, 19-Dec-21, 8 Ov.,LEAGUE MATCHES,Cosmos C.C.Bali (RPL) won by 39 runs,https://cricheroes.in/scorecard/2651956/Rajasthan-Premier-League-(Season---3)/Cosmos-C.C.Bali-(RPL)-vs-Sildar-Legends-(RPL)
Rajasthan Premier League (Season - 3),Bijowa Knight Riders (RPL),76/2,Desuri Youth Group (RPL),77/2,Poona Club, Pune, 19-Dec-21, 8 Ov.,LEAGUE MATCHES,Desuri Youth Group (RPL) won by 8 wickets,https://cricheroes.in/scorecard/2651936/Rajasthan-Premier-League-(Season---3)/Bijowa-Knight-Riders-(RPL)-vs-Desuri-Youth-Group-(RPL)
Rajasthan Premier League (Season - 3),Novi Smashers (RPL),55/7,Ramseen Kings (RPL),57/3,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Ramseen Kings (RPL) won by 7 wickets,https://cricheroes.in/scorecard/2651940/Rajasthan-Premier-League-(Season---3)/Novi-Smashers-(RPL)-vs-Ramseen-Kings-(RPL)
Rajasthan Premier League (Season - 3),Rani Renegades (RPL),83/0,Mundara Indians (RPL),65/10,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Rani Renegades (RPL) won by 18 runs,https://cricheroes.in/scorecard/2651933/Rajasthan-Premier-League-(Season---3)/Rani-Renegades-(RPL)-vs-Mundara-Indians-(RPL)
Rajasthan Premier League (Season - 3),Sanderao Strikers (RPL),89/7,Sewari Strikers (RPL),63/6,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Sanderao Strikers (RPL) won by 26 runs,https://cricheroes.in/scorecard/2651926/Rajasthan-Premier-League-(Season---3)/Sanderao-Strikers-(RPL)-vs-Sewari-Strikers-(RPL)
Rajasthan Premier League (Season - 3),Sildar Legends (RPL),69/8,Desuri Youth Group (RPL),70/3,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Desuri Youth Group (RPL) won by 7 wickets,https://cricheroes.in/scorecard/2643266/Rajasthan-Premier-League-(Season---3)/Sildar-Legends-(RPL)-vs-Desuri-Youth-Group-(RPL)
Rajasthan Premier League (Season - 3),Takhatgarh XI (RPL),92/3,Novi Smashers (RPL),59/5,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Takhatgarh XI (RPL) won by 33 runs,https://cricheroes.in/scorecard/2643258/Rajasthan-Premier-League-(Season---3)/Takhatgarh-XI-(RPL)-vs-Novi-Smashers-(RPL)
Rajasthan Premier League (Season - 3),Sewari Strikers (RPL),57/10,Lunawa Youth Group (RPL),61/2,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Lunawa Youth Group (RPL) won by 8 wickets,https://cricheroes.in/scorecard/2643256/Rajasthan-Premier-League-(Season---3)/Sewari-Strikers-(RPL)-vs-Lunawa-Youth-Group-(RPL)
Rajasthan Premier League (Season - 3),Cosmos C.C.Bali (RPL),111/3,Bijowa Knight Riders (RPL),77/5,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Cosmos C.C.Bali (RPL) won by 34 runs,https://cricheroes.in/scorecard/2643249/Rajasthan-Premier-League-(Season---3)/Cosmos-C.C.Bali-(RPL)-vs-Bijowa-Knight-Riders-(RPL)
Rajasthan Premier League (Season - 3),Mundara Indians (RPL),76/8,Ahore Warriors (RPL),80/8,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Ahore Warriors (RPL) won by 2 wickets,https://cricheroes.in/scorecard/2643244/Rajasthan-Premier-League-(Season---3)/Mundara-Indians-(RPL)-vs-Ahore-Warriors-(RPL)
Rajasthan Premier League (Season - 3),Johnlee Stunners (RPL),112/3,Novi Smashers (RPL),65/4,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Johnlee Stunners (RPL) won by 47 runs,https://cricheroes.in/scorecard/2643237/Rajasthan-Premier-League-(Season---3)/Johnlee-Stunners-(RPL)-vs-Novi-Smashers-(RPL)
Rajasthan Premier League (Season - 3),Sadri Ranakpur Warriors (RPL),109/3,Sewari Strikers (RPL),91/9,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Sadri Ranakpur Warriors (RPL) won by 18 runs,https://cricheroes.in/scorecard/2643235/Rajasthan-Premier-League-(Season---3)/Sadri-Ranakpur-Warriors-(RPL)-vs-Sewari-Strikers-(RPL)
Rajasthan Premier League (Season - 3),Desuri Youth Group (RPL),63/6,Cosmos C.C.Bali (RPL),67/6,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Cosmos C.C.Bali (RPL) won by 4 wickets,https://cricheroes.in/scorecard/2643228/Rajasthan-Premier-League-(Season---3)/Desuri-Youth-Group-(RPL)-vs-Cosmos-C.C.Bali-(RPL)
Rajasthan Premier League (Season - 3),Ramseen Kings (RPL),102/2,Takhatgarh XI (RPL),65/7,Poona Club, Pune, 18-Dec-21, 8 Ov.,LEAGUE MATCHES,Ramseen Kings (RPL) won by 37 runs,https://cricheroes.in/scorecard/2643213/Rajasthan-Premier-League-(Season---3)/Ramseen-Kings-(RPL)-vs-Takhatgarh-XI-(RPL)
Rajasthan Premier League (Season - 3),Lunawa Youth Group (RPL),55/9,Sadri Ranakpur Warriors (RPL),56/2,Poona Club, Pune, 17-Dec-21, 8 Ov.,LEAGUE MATCHES,Sadri Ranakpur Warriors (RPL) won by 8 wickets,https://cricheroes.in/scorecard/2643203/Rajasthan-Premier-League-(Season---3)/Lunawa-Youth-Group-(RPL)-vs-Sadri-Ranakpur-Warriors-(RPL)
